1000.0,0
1000.0,5
1000.0,10
1000.0,15
1000.0,20
1000.0,25
1000.0,30
1000.0,35
1000.0,40
1000.0,45
1000.0,50
1000.0,55
1000.0,60
1000.0,65
1000.0,70
1000.0,75
1000.0,80
1000.0,85
1044.2737824274138,0
1044.2737824274138,5
1044.2737824274138,10
1044.2737824274138,15
1044.2737824274138,20
1044.2737824274138,25
1044.2737824274138,30
1044.2737824274138,35
1044.2737824274138,40
1044.2737824274138,45
1044.2737824274138,50
1044.2737824274138,55
1044.2737824274138,60
1044.2737824274138,65
1044.2737824274138,70
1044.2737824274138,75
1044.2737824274138,80
1044.2737824274138,85
1090.5077326652577,0
1090.5077326652577,5
1090.5077326652577,10
1090.5077326652577,15
1090.5077326652577,20
1090.5077326652577,25
1090.5077326652577,30
1090.5077326652577,35
1090.5077326652577,40
1090.5077326652577,45
1090.5077326652577,50
1090.5077326652577,55
1090.5077326652577,60
1090.5077326652577,65
1090.5077326652577,70
1090.5077326652577,75
1090.5077326652577,80
1090.5077326652577,85
1138.7886347566916,0
1138.7886347566916,5
1138.7886347566916,10
1138.7886347566916,15
1138.7886347566916,20
1138.7886347566916,25
1138.7886347566916,30
1138.7886347566916,35
1138.7886347566916,40
1138.7886347566916,45
1138.7886347566916,50
1138.7886347566916,55
1138.7886347566916,60
1138.7886347566916,65
1138.7886347566916,70
1138.7886347566916,75
1138.7886347566916,80
1138.7886347566916,85
1189.2071150027211,0
1189.2071150027211,5
1189.2071150027211,10
1189.2071150027211,15
1189.2071150027211,20
1189.2071150027211,25
1189.2071150027211,30
1189.2071150027211,35
1189.2071150027211,40
1189.2071150027211,45
1189.2071150027211,50
1189.2071150027211,55
1189.2071150027211,60
1189.2071150027211,65
1189.2071150027211,70
1189.2071150027211,75
1189.2071150027211,80
1189.2071150027211,85
1241.8578120734842,0
1241.8578120734842,5
1241.8578120734842,10
1241.8578120734842,15
1241.8578120734842,20
1241.8578120734842,25
1241.8578120734842,30
1241.8578120734842,35
1241.8578120734842,40
1241.8578120734842,45
1241.8578120734842,50
1241.8578120734842,55
1241.8578120734842,60
1241.8578120734842,65
1241.8578120734842,70
1241.8578120734842,75
1241.8578120734842,80
1241.8578120734842,85
1296.8395546510096,0
1296.8395546510096,5
1296.8395546510096,10
1296.8395546510096,15
1296.8395546510096,20
1296.8395546510096,25
1296.8395546510096,30
1296.8395546510096,35
1296.8395546510096,40
1296.8395546510096,45
1296.8395546510096,50
1296.8395546510096,55
1296.8395546510096,60
1296.8395546510096,65
1296.8395546510096,70
1296.8395546510096,75
1296.8395546510096,80
1296.8395546510096,85
1354.2555469368929,0
1354.2555469368929,5
1354.2555469368929,10
1354.2555469368929,15
1354.2555469368929,20
1354.2555469368929,25
1354.2555469368929,30
1354.2555469368929,35
1354.2555469368929,40
1354.2555469368929,45
1354.2555469368929,50
1354.2555469368929,55
1354.2555469368929,60
1354.2555469368929,65
1354.2555469368929,70
1354.2555469368929,75
1354.2555469368929,80
1354.2555469368929,85
1414.213562373095,0
1414.213562373095,5
1414.213562373095,10
1414.213562373095,15
1414.213562373095,20
1414.213562373095,25
1414.213562373095,30
1414.213562373095,35
1414.213562373095,40
1414.213562373095,45
1414.213562373095,50
1414.213562373095,55
1414.213562373095,60
1414.213562373095,65
1414.213562373095,70
1414.213562373095,75
1414.213562373095,80
1414.213562373095,85
1476.8261459394994,0
1476.8261459394994,5
1476.8261459394994,10
1476.8261459394994,15
1476.8261459394994,20
1476.8261459394994,25
1476.8261459394994,30
1476.8261459394994,35
1476.8261459394994,40
1476.8261459394994,45
1476.8261459394994,50
1476.8261459394994,55
1476.8261459394994,60
1476.8261459394994,65
1476.8261459394994,70
1476.8261459394994,75
1476.8261459394994,80
1476.8261459394994,85
1542.210825407941,0
1542.210825407941,5
1542.210825407941,10
1542.210825407941,15
1542.210825407941,20
1542.210825407941,25
1542.210825407941,30
1542.210825407941,35
1542.210825407941,40
1542.210825407941,45
1542.210825407941,50
1542.210825407941,55
1542.210825407941,60
1542.210825407941,65
1542.210825407941,70
1542.210825407941,75
1542.210825407941,80
1542.210825407941,85
1610.4903319492544,0
1610.4903319492544,5
1610.4903319492544,10
1610.4903319492544,15
1610.4903319492544,20
1610.4903319492544,25
1610.4903319492544,30
1610.4903319492544,35
1610.4903319492544,40
1610.4903319492544,45
1610.4903319492544,50
1610.4903319492544,55
1610.4903319492544,60
1610.4903319492544,65
1610.4903319492544,70
1610.4903319492544,75
1610.4903319492544,80
1610.4903319492544,85
1681.7928305074292,0
1681.7928305074292,5
1681.7928305074292,10
1681.7928305074292,15
1681.7928305074292,20
1681.7928305074292,25
1681.7928305074292,30
1681.7928305074292,35
1681.7928305074292,40
1681.7928305074292,45
1681.7928305074292,50
1681.7928305074292,55
1681.7928305074292,60
1681.7928305074292,65
1681.7928305074292,70
1681.7928305074292,75
1681.7928305074292,80
1681.7928305074292,85
1756.2521603732996,0
1756.2521603732996,5
1756.2521603732996,10
1756.2521603732996,15
1756.2521603732996,20
1756.2521603732996,25
1756.2521603732996,30
1756.2521603732996,35
1756.2521603732996,40
1756.2521603732996,45
1756.2521603732996,50
1756.2521603732996,55
1756.2521603732996,60
1756.2521603732996,65
1756.2521603732996,70
1756.2521603732996,75
1756.2521603732996,80
1756.2521603732996,85
1834.0080864093427,0
1834.0080864093427,5
1834.0080864093427,10
1834.0080864093427,15
1834.0080864093427,20
1834.0080864093427,25
1834.0080864093427,30
1834.0080864093427,35
1834.0080864093427,40
1834.0080864093427,45
1834.0080864093427,50
1834.0080864093427,55
1834.0080864093427,60
1834.0080864093427,65
1834.0080864093427,70
1834.0080864093427,75
1834.0080864093427,80
1834.0080864093427,85
1915.2065613971474,0
1915.2065613971474,5
1915.2065613971474,10
1915.2065613971474,15
1915.2065613971474,20
1915.2065613971474,25
1915.2065613971474,30
1915.2065613971474,35
1915.2065613971474,40
1915.2065613971474,45
1915.2065613971474,50
1915.2065613971474,55
1915.2065613971474,60
1915.2065613971474,65
1915.2065613971474,70
1915.2065613971474,75
1915.2065613971474,80
1915.2065613971474,85
2000.0000000000002,0
2000.0000000000002,5
2000.0000000000002,10
2000.0000000000002,15
2000.0000000000002,20
2000.0000000000002,25
2000.0000000000002,30
2000.0000000000002,35
2000.0000000000002,40
2000.0000000000002,45
2000.0000000000002,50
2000.0000000000002,55
2000.0000000000002,60
2000.0000000000002,65
2000.0000000000002,70
2000.0000000000002,75
2000.0000000000002,80
2000.0000000000002,85
2088.547564854828,0
2088.547564854828,5
2088.547564854828,10
2088.547564854828,15
2088.547564854828,20
2088.547564854828,25
2088.547564854828,30
2088.547564854828,35
2088.547564854828,40
2088.547564854828,45
2088.547564854828,50
2088.547564854828,55
2088.547564854828,60
2088.547564854828,65
2088.547564854828,70
2088.547564854828,75
2088.547564854828,80
2088.547564854828,85
2181.015465330516,0
2181.015465330516,5
2181.015465330516,10
2181.015465330516,15
2181.015465330516,20
2181.015465330516,25
2181.015465330516,30
2181.015465330516,35
2181.015465330516,40
2181.015465330516,45
2181.015465330516,50
2181.015465330516,55
2181.015465330516,60
2181.015465330516,65
2181.015465330516,70
2181.015465330516,75
2181.015465330516,80
2181.015465330516,85
2277.5772695133837,0
2277.5772695133837,5
2277.5772695133837,10
2277.5772695133837,15
2277.5772695133837,20
2277.5772695133837,25
2277.5772695133837,30
2277.5772695133837,35
2277.5772695133837,40
2277.5772695133837,45
2277.5772695133837,50
2277.5772695133837,55
2277.5772695133837,60
2277.5772695133837,65
2277.5772695133837,70
2277.5772695133837,75
2277.5772695133837,80
2277.5772695133837,85
2378.4142300054427,0
2378.4142300054427,5
2378.4142300054427,10
2378.4142300054427,15
2378.4142300054427,20
2378.4142300054427,25
2378.4142300054427,30
2378.4142300054427,35
2378.4142300054427,40
2378.4142300054427,45
2378.4142300054427,50
2378.4142300054427,55
2378.4142300054427,60
2378.4142300054427,65
2378.4142300054427,70
2378.4142300054427,75
2378.4142300054427,80
2378.4142300054427,85
2483.7156241469684,0
2483.7156241469684,5
2483.7156241469684,10
2483.7156241469684,15
2483.7156241469684,20
2483.7156241469684,25
2483.7156241469684,30
2483.7156241469684,35
2483.7156241469684,40
2483.7156241469684,45
2483.7156241469684,50
2483.7156241469684,55
2483.7156241469684,60
2483.7156241469684,65
2483.7156241469684,70
2483.7156241469684,75
2483.7156241469684,80
2483.7156241469684,85
2593.6791093020197,0
2593.6791093020197,5
2593.6791093020197,10
2593.6791093020197,15
2593.6791093020197,20
2593.6791093020197,25
2593.6791093020197,30
2593.6791093020197,35
2593.6791093020197,40
2593.6791093020197,45
2593.6791093020197,50
2593.6791093020197,55
2593.6791093020197,60
2593.6791093020197,65
2593.6791093020197,70
2593.6791093020197,75
2593.6791093020197,80
2593.6791093020197,85
2708.511093873786,0
2708.511093873786,5
2708.511093873786,10
2708.511093873786,15
2708.511093873786,20
2708.511093873786,25
2708.511093873786,30
2708.511093873786,35
2708.511093873786,40
2708.511093873786,45
2708.511093873786,50
2708.511093873786,55
2708.511093873786,60
2708.511093873786,65
2708.511093873786,70
2708.511093873786,75
2708.511093873786,80
2708.511093873786,85
2828.4271247461907,0
2828.4271247461907,5
2828.4271247461907,10
2828.4271247461907,15
2828.4271247461907,20
2828.4271247461907,25
